configuration,sample,block,token_partition,relative_mse,cosine,max_abs_error
repeat,sample-0069.npz,16,proprio,0.0,1.0000004768371582,0.0
repeat,sample-0069.npz,16,text,0.0,1.0000016689300537,0.0
repeat,sample-0069.npz,16,action_readout,0.0,0.9999873638153076,0.0
repeat,sample-0069.npz,17,image_main,0.0,0.9999991655349731,0.0
repeat,sample-0069.npz,17,image_wrist,0.0,1.0000007152557373,0.0
repeat,sample-0069.npz,17,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0069.npz,17,text,0.0,1.0000016689300537,0.0
repeat,sample-0069.npz,17,action_readout,0.0,0.9999867677688599,0.0
repeat,sample-0069.npz,18,image_main,0.0,1.0000004768371582,0.0
repeat,sample-0069.npz,18,image_wrist,0.0,1.0000011920928955,0.0
repeat,sample-0069.npz,18,proprio,0.0,1.0000005960464478,0.0
repeat,sample-0069.npz,18,text,0.0,1.0000014305114746,0.0
repeat,sample-0069.npz,18,action_readout,0.0,0.9999840259552002,0.0
repeat,sample-0069.npz,19,image_main,0.0,1.000000238418579,0.0
repeat,sample-0069.npz,19,image_wrist,0.0,1.0000025033950806,0.0
repeat,sample-0069.npz,19,proprio,0.0,1.0000004768371582,0.0
repeat,sample-0069.npz,19,text,0.0,1.0000017881393433,0.0
repeat,sample-0069.npz,19,action_readout,0.0,0.9999855160713196,0.0
repeat,sample-0069.npz,20,image_main,0.0,1.000001072883606,0.0
repeat,sample-0069.npz,20,image_wrist,0.0,1.000003457069397,0.0
repeat,sample-0069.npz,20,proprio,0.0,1.0000005960464478,0.0
repeat,sample-0069.npz,20,text,0.0,1.0000026226043701,0.0
repeat,sample-0069.npz,20,action_readout,0.0,0.9999909400939941,0.0
repeat,sample-0069.npz,21,image_main,0.0,1.0000015497207642,0.0
repeat,sample-0069.npz,21,image_wrist,0.0,1.000002145767212,0.0
repeat,sample-0069.npz,21,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0069.npz,21,text,0.0,1.0000022649765015,0.0
repeat,sample-0069.npz,21,action_readout,0.0,0.9999884366989136,0.0
repeat,sample-0069.npz,22,image_main,0.0,1.0000026226043701,0.0
repeat,sample-0069.npz,22,image_wrist,0.0,1.0000028610229492,0.0
repeat,sample-0069.npz,22,proprio,0.0,1.0000005960464478,0.0
repeat,sample-0069.npz,22,text,0.0,1.000002384185791,0.0
repeat,sample-0069.npz,22,action_readout,0.0,0.9999934434890747,0.0
repeat,sample-0069.npz,23,image_main,0.0,1.0000030994415283,0.0
repeat,sample-0069.npz,23,image_wrist,0.0,1.0000028610229492,0.0
repeat,sample-0069.npz,23,proprio,0.0,1.0000007152557373,0.0
repeat,sample-0069.npz,23,text,0.0,1.0000028610229492,0.0
repeat,sample-0069.npz,23,action_readout,0.0,0.9999915957450867,0.0
repeat,sample-0069.npz,24,image_main,0.0,1.0000016689300537,0.0
repeat,sample-0069.npz,24,image_wrist,0.0,1.0000016689300537,0.0
repeat,sample-0069.npz,24,proprio,0.0,1.0000004768371582,0.0
repeat,sample-0069.npz,24,text,0.0,1.0000033378601074,0.0
repeat,sample-0069.npz,24,action_readout,0.0,0.999986469745636,0.0
repeat,sample-0069.npz,25,image_main,0.0,1.0000009536743164,0.0
repeat,sample-0069.npz,25,image_wrist,0.0,1.0000017881393433,0.0
repeat,sample-0069.npz,25,proprio,0.0,1.0000003576278687,0.0
repeat,sample-0069.npz,25,text,0.0,1.000003695487976,0.0
repeat,sample-0069.npz,25,action_readout,0.0,0.9999840259552002,0.0
repeat,sample-0069.npz,26,image_main,0.0,0.9999979734420776,0.0
repeat,sample-0069.npz,26,image_wrist,0.0,0.9999998807907104,0.0
repeat,sample-0069.npz,26,proprio,0.0,1.0000005960464478,0.0
repeat,sample-0069.npz,26,text,0.0,1.0000039339065552,0.0
repeat,sample-0069.npz,26,action_readout,0.0,0.9999831914901733,0.0
repeat,sample-0069.npz,27,image_main,0.0,0.999997615814209,0.0
repeat,sample-0069.npz,27,image_wrist,0.0,0.9999980926513672,0.0
repeat,sample-0069.npz,27,proprio,0.0,1.0000007152557373,0.0
repeat,sample-0069.npz,27,text,0.0,1.0000039339065552,0.0
repeat,sample-0069.npz,27,action_readout,0.0,0.9999834299087524,0.0
repeat,sample-0069.npz,28,image_main,0.0,0.9999976754188538,0.0
repeat,sample-0069.npz,28,image_wrist,0.0,0.9999995827674866,0.0
repeat,sample-0069.npz,28,proprio,0.0,1.000000238418579,0.0
repeat,sample-0069.npz,28,text,0.0,1.000003695487976,0.0
repeat,sample-0069.npz,28,action_readout,0.0,0.9999868869781494,0.0
repeat,sample-0069.npz,29,image_main,0.0,0.999998927116394,0.0
repeat,sample-0069.npz,29,image_wrist,0.0,0.9999992847442627,0.0
repeat,sample-0069.npz,29,proprio,0.0,1.0000001192092896,0.0
repeat,sample-0069.npz,29,text,0.0,1.0000035762786865,0.0
repeat,sample-0069.npz,29,action_readout,0.0,0.9999858140945435,0.0
repeat,sample-0069.npz,30,image_main,0.0,0.9999982714653015,0.0
repeat,sample-0069.npz,30,image_wrist,0.0,0.9999992847442627,0.0
repeat,sample-0069.npz,30,proprio,0.0,1.0000007152557373,0.0
repeat,sample-0069.npz,30,text,0.0,1.0000041723251343,0.0
repeat,sample-0069.npz,30,action_readout,0.0,0.9999898076057434,0.0
repeat,sample-0069.npz,31,image_main,0.0,0.9999990463256836,0.0
repeat,sample-0069.npz,31,image_wrist,0.0,0.9999966621398926,0.0
repeat,sample-0069.npz,31,proprio,0.0,1.0000008344650269,0.0
repeat,sample-0069.npz,31,text,0.0,1.0000035762786865,0.0
repeat,sample-0069.npz,31,action_readout,0.0,0.9999932646751404,0.0
repeat,sample-0070.npz,0,image_main,0.0,1.0000007152557373,0.0
repeat,sample-0070.npz,0,image_wrist,0.0,1.0000026226043701,0.0
repeat,sample-0070.npz,0,proprio,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,0,text,0.0,0.9999988079071045,0.0
repeat,sample-0070.npz,0,action_readout,0.0,1.000000238418579,0.0
repeat,sample-0070.npz,1,image_main,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,1,image_wrist,0.0,1.0000030994415283,0.0
repeat,sample-0070.npz,1,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,1,text,0.0,1.000001311302185,0.0
repeat,sample-0070.npz,1,action_readout,0.0,0.9999883770942688,0.0
repeat,sample-0070.npz,2,image_main,0.0,0.9999998211860657,0.0
repeat,sample-0070.npz,2,image_wrist,0.0,1.0000041723251343,0.0
repeat,sample-0070.npz,2,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,2,text,0.0,1.0000016689300537,0.0
repeat,sample-0070.npz,2,action_readout,0.0,0.9999908208847046,0.0
repeat,sample-0070.npz,3,image_main,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,3,image_wrist,0.0,1.0000051259994507,0.0
repeat,sample-0070.npz,3,proprio,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,3,text,0.0,1.0000025033950806,0.0
repeat,sample-0070.npz,3,action_readout,0.0,0.9999947547912598,0.0
repeat,sample-0070.npz,4,image_main,0.0,1.0,0.0
repeat,sample-0070.npz,4,image_wrist,0.0,1.0000057220458984,0.0
repeat,sample-0070.npz,4,proprio,0.0,1.0000008344650269,0.0
repeat,sample-0070.npz,4,text,0.0,1.0000027418136597,0.0
repeat,sample-0070.npz,4,action_readout,0.0,0.9999931454658508,0.0
repeat,sample-0070.npz,5,image_main,0.0,1.0000004768371582,0.0
repeat,sample-0070.npz,5,image_wrist,0.0,1.0000052452087402,0.0
repeat,sample-0070.npz,5,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,5,text,0.0,1.0000025033950806,0.0
repeat,sample-0070.npz,5,action_readout,0.0,0.9999934434890747,0.0
repeat,sample-0070.npz,6,image_main,0.0,1.0,0.0
repeat,sample-0070.npz,6,image_wrist,0.0,1.0000052452087402,0.0
repeat,sample-0070.npz,6,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,6,text,0.0,1.0000019073486328,0.0
repeat,sample-0070.npz,6,action_readout,0.0,0.9999922513961792,0.0
repeat,sample-0070.npz,7,image_main,0.0,0.9999992847442627,0.0
repeat,sample-0070.npz,7,image_wrist,0.0,1.0000054836273193,0.0
repeat,sample-0070.npz,7,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,7,text,0.0,1.0000017881393433,0.0
repeat,sample-0070.npz,7,action_readout,0.0,0.9999901652336121,0.0
repeat,sample-0070.npz,8,image_main,0.0,0.9999992847442627,0.0
repeat,sample-0070.npz,8,image_wrist,0.0,1.0000042915344238,0.0
repeat,sample-0070.npz,8,proprio,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,8,text,0.0,1.0000014305114746,0.0
repeat,sample-0070.npz,8,action_readout,0.0,0.9999901652336121,0.0
repeat,sample-0070.npz,9,image_main,0.0,0.9999991655349731,0.0
repeat,sample-0070.npz,9,image_wrist,0.0,1.0000053644180298,0.0
repeat,sample-0070.npz,9,proprio,0.0,1.0000008344650269,0.0
repeat,sample-0070.npz,9,text,0.0,1.0000017881393433,0.0
repeat,sample-0070.npz,9,action_readout,0.0,0.9999884963035583,0.0
repeat,sample-0070.npz,10,image_main,0.0,1.0000003576278687,0.0
repeat,sample-0070.npz,10,image_wrist,0.0,1.000003457069397,0.0
repeat,sample-0070.npz,10,proprio,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,10,text,0.0,1.0000025033950806,0.0
repeat,sample-0070.npz,10,action_readout,0.0,0.9999883770942688,0.0
repeat,sample-0070.npz,11,image_main,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,11,image_wrist,0.0,1.0000026226043701,0.0
repeat,sample-0070.npz,11,proprio,0.0,1.0000008344650269,0.0
repeat,sample-0070.npz,11,text,0.0,1.0000025033950806,0.0
repeat,sample-0070.npz,11,action_readout,0.0,0.9999889135360718,0.0
repeat,sample-0070.npz,12,image_main,0.0,1.0,0.0
repeat,sample-0070.npz,12,image_wrist,0.0,1.0000020265579224,0.0
repeat,sample-0070.npz,12,proprio,0.0,1.0000011920928955,0.0
repeat,sample-0070.npz,12,text,0.0,1.0000027418136597,0.0
repeat,sample-0070.npz,12,action_readout,0.0,0.9999887943267822,0.0
repeat,sample-0070.npz,13,image_main,0.0,1.0000005960464478,0.0
repeat,sample-0070.npz,13,image_wrist,0.0,1.0000028610229492,0.0
repeat,sample-0070.npz,13,proprio,0.0,1.0000011920928955,0.0
repeat,sample-0070.npz,13,text,0.0,1.0000029802322388,0.0
repeat,sample-0070.npz,13,action_readout,0.0,0.9999885559082031,0.0
repeat,sample-0070.npz,14,image_main,0.0,1.000000238418579,0.0
repeat,sample-0070.npz,14,image_wrist,0.0,1.0000028610229492,0.0
repeat,sample-0070.npz,14,proprio,0.0,1.0000008344650269,0.0
repeat,sample-0070.npz,14,text,0.0,1.0000028610229492,0.0
repeat,sample-0070.npz,14,action_readout,0.0,0.9999843835830688,0.0
repeat,sample-0070.npz,15,image_main,0.0,0.9999999403953552,0.0
repeat,sample-0070.npz,15,image_wrist,0.0,1.0000014305114746,0.0
repeat,sample-0070.npz,15,proprio,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,15,text,0.0,1.0000032186508179,0.0
repeat,sample-0070.npz,15,action_readout,0.0,0.9999837279319763,0.0
repeat,sample-0070.npz,16,image_main,0.0,1.0000005960464478,0.0
repeat,sample-0070.npz,16,image_wrist,0.0,1.0000016689300537,0.0
repeat,sample-0070.npz,16,proprio,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,16,text,0.0,1.0000030994415283,0.0
repeat,sample-0070.npz,16,action_readout,0.0,0.9999826550483704,0.0
repeat,sample-0070.npz,17,image_main,0.0,1.0000004768371582,0.0
repeat,sample-0070.npz,17,image_wrist,0.0,1.0000026226043701,0.0
repeat,sample-0070.npz,17,proprio,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,17,text,0.0,1.0000030994415283,0.0
repeat,sample-0070.npz,17,action_readout,0.0,0.9999834299087524,0.0
repeat,sample-0070.npz,18,image_main,0.0,1.0000007152557373,0.0
repeat,sample-0070.npz,18,image_wrist,0.0,1.000002384185791,0.0
repeat,sample-0070.npz,18,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,18,text,0.0,1.000003695487976,0.0
repeat,sample-0070.npz,18,action_readout,0.0,0.9999861717224121,0.0
repeat,sample-0070.npz,19,image_main,0.0,1.0000008344650269,0.0
repeat,sample-0070.npz,19,image_wrist,0.0,1.0000042915344238,0.0
repeat,sample-0070.npz,19,proprio,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,19,text,0.0,1.0000040531158447,0.0
repeat,sample-0070.npz,19,action_readout,0.0,0.9999875426292419,0.0
repeat,sample-0070.npz,20,image_main,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,20,image_wrist,0.0,1.000004768371582,0.0
repeat,sample-0070.npz,20,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,20,text,0.0,1.000004768371582,0.0
repeat,sample-0070.npz,20,action_readout,0.0,0.9999915361404419,0.0
repeat,sample-0070.npz,21,image_main,0.0,1.000002384185791,0.0
repeat,sample-0070.npz,21,image_wrist,0.0,1.0000046491622925,0.0
repeat,sample-0070.npz,21,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,21,text,0.0,1.0000050067901611,0.0
repeat,sample-0070.npz,21,action_readout,0.0,0.9999940395355225,0.0
repeat,sample-0070.npz,22,image_main,0.0,1.0000015497207642,0.0
repeat,sample-0070.npz,22,image_wrist,0.0,1.0000030994415283,0.0
repeat,sample-0070.npz,22,proprio,0.0,1.0000011920928955,0.0
repeat,sample-0070.npz,22,text,0.0,1.0000064373016357,0.0
repeat,sample-0070.npz,22,action_readout,0.0,0.999987006187439,0.0
repeat,sample-0070.npz,23,image_main,0.0,1.0000020265579224,0.0
repeat,sample-0070.npz,23,image_wrist,0.0,1.0000019073486328,0.0
repeat,sample-0070.npz,23,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,23,text,0.0,1.0000066757202148,0.0
repeat,sample-0070.npz,23,action_readout,0.0,0.9999883770942688,0.0
repeat,sample-0070.npz,24,image_main,0.0,1.0000008344650269,0.0
repeat,sample-0070.npz,24,image_wrist,0.0,1.0000011920928955,0.0
repeat,sample-0070.npz,24,proprio,0.0,1.0000008344650269,0.0
repeat,sample-0070.npz,24,text,0.0,1.0000077486038208,0.0
repeat,sample-0070.npz,24,action_readout,0.0,0.9999841451644897,0.0
repeat,sample-0070.npz,25,image_main,0.0,1.000000238418579,0.0
repeat,sample-0070.npz,25,image_wrist,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,25,proprio,0.0,1.0000007152557373,0.0
repeat,sample-0070.npz,25,text,0.0,1.0000088214874268,0.0
repeat,sample-0070.npz,25,action_readout,0.0,0.9999836683273315,0.0
repeat,sample-0070.npz,26,image_main,0.0,0.9999972581863403,0.0
repeat,sample-0070.npz,26,image_wrist,0.0,0.9999997615814209,0.0
repeat,sample-0070.npz,26,proprio,0.0,1.0000007152557373,0.0
repeat,sample-0070.npz,26,text,0.0,1.0000089406967163,0.0
repeat,sample-0070.npz,26,action_readout,0.0,0.999984860420227,0.0
repeat,sample-0070.npz,27,image_main,0.0,0.9999978542327881,0.0
repeat,sample-0070.npz,27,image_wrist,0.0,1.0000005960464478,0.0
repeat,sample-0070.npz,27,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,27,text,0.0,1.0000102519989014,0.0
repeat,sample-0070.npz,27,action_readout,0.0,0.9999852180480957,0.0
repeat,sample-0070.npz,28,image_main,0.0,0.9999976754188538,0.0
repeat,sample-0070.npz,28,image_wrist,0.0,1.000001311302185,0.0
repeat,sample-0070.npz,28,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0070.npz,28,text,0.0,1.000009298324585,0.0
repeat,sample-0070.npz,28,action_readout,0.0,0.999988317489624,0.0
repeat,sample-0070.npz,29,image_main,0.0,0.9999990463256836,0.0
repeat,sample-0070.npz,29,image_wrist,0.0,1.0000016689300537,0.0
repeat,sample-0070.npz,29,proprio,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,29,text,0.0,1.0000102519989014,0.0
repeat,sample-0070.npz,29,action_readout,0.0,0.9999903440475464,0.0
repeat,sample-0070.npz,30,image_main,0.0,0.999999463558197,0.0
repeat,sample-0070.npz,30,image_wrist,0.0,1.0000004768371582,0.0
repeat,sample-0070.npz,30,proprio,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,30,text,0.0,1.0000070333480835,0.0
repeat,sample-0070.npz,30,action_readout,0.0,0.9999844431877136,0.0
repeat,sample-0070.npz,31,image_main,0.0,0.9999966621398926,0.0
repeat,sample-0070.npz,31,image_wrist,0.0,0.9999988675117493,0.0
repeat,sample-0070.npz,31,proprio,0.0,1.000001072883606,0.0
repeat,sample-0070.npz,31,text,0.0,1.0000056028366089,0.0
repeat,sample-0070.npz,31,action_readout,0.0,0.9999819993972778,0.0
repeat,sample-0071.npz,0,image_main,0.0,1.0000028610229492,0.0
repeat,sample-0071.npz,0,image_wrist,0.0,1.0000030994415283,0.0
repeat,sample-0071.npz,0,proprio,0.0,1.0000009536743164,0.0
repeat,sample-0071.npz,0,text,0.0,0.9999979138374329,0.0
repeat,sample-0071.npz,0,action_readout,0.0,0.9999948740005493,0.0
repeat,sample-0071.npz,1,image_main,0.0,1.0000016689300537,0.0
repeat,sample-0071.npz,1,image_wrist,0.0,1.0000030994415283,0.0
repeat,sample-0071.npz,1,proprio,0.0,0.9999998807907104,0.0
repeat,sample-0071.npz,1,text,0.0,1.0000008344650269,0.0
repeat,sample-0071.npz,1,action_readout,0.0,0.9999897480010986,0.0
repeat,sample-0071.npz,2,image_main,0.0,1.0000004768371582,0.0
repeat,sample-0071.npz,2,image_wrist,0.0,1.0000019073486328,0.0
repeat,sample-0071.npz,2,proprio,0.0,0.9999998211860657,0.0
repeat,sample-0071.npz,2,text,0.0,1.0000011920928955,0.0
repeat,sample-0071.npz,2,action_readout,0.0,0.9999880194664001,0.0
repeat,sample-0071.npz,3,image_main,0.0,1.0000001192092896,0.0
repeat,sample-0071.npz,3,image_wrist,0.0,1.000002145767212,0.0
repeat,sample-0071.npz,3,proprio,0.0,1.0,0.0
repeat,sample-0071.npz,3,text,0.0,1.0000009536743164,0.0
repeat,sample-0071.npz,3,action_readout,0.0,0.9999885559082031,0.0
repeat,sample-0071.npz,4,image_main,0.0,1.0000003576278687,0.0
repeat,sample-0071.npz,4,image_wrist,0.0,1.0000027418136597,0.0
repeat,sample-0071.npz,4,proprio,0.0,0.9999998211860657,0.0
repeat,sample-0071.npz,4,text,0.0,1.0000007152557373,0.0
repeat,sample-0071.npz,4,action_readout,0.0,0.9999904632568359,0.0
repeat,sample-0071.npz,5,image_main,0.0,0.999999463558197,0.0
repeat,sample-0071.npz,5,image_wrist,0.0,1.0000017881393433,0.0
repeat,sample-0071.npz,5,proprio,0.0,1.0000001192092896,0.0
repeat,sample-0071.npz,5,text,0.0,1.0000009536743164,0.0
repeat,sample-0071.npz,5,action_readout,0.0,0.9999924898147583,0.0
repeat,sample-0071.npz,6,image_main,0.0,1.0000008344650269,0.0
repeat,sample-0071.npz,6,image_wrist,0.0,1.000002384185791,0.0
repeat,sample-0071.npz,6,proprio,0.0,0.9999991655349731,0.0
repeat,sample-0071.npz,6,text,0.0,1.0000005960464478,0.0
repeat,sample-0071.npz,6,action_readout,0.0,0.9999924302101135,0.0
repeat,sample-0071.npz,7,image_main,0.0,1.0000004768371582,0.0
repeat,sample-0071.npz,7,image_wrist,0.0,1.0000022649765015,0.0
repeat,sample-0071.npz,7,proprio,0.0,1.0,0.0
repeat,sample-0071.npz,7,text,0.0,1.0000007152557373,0.0
repeat,sample-0071.npz,7,action_readout,0.0,0.9999908208847046,0.0
repeat,sample-0071.npz,8,image_main,0.0,1.0000015497207642,0.0
repeat,sample-0071.npz,8,image_wrist,0.0,1.0000030994415283,0.0
repeat,sample-0071.npz,8,proprio,0.0,0.9999996423721313,0.0
repeat,sample-0071.npz,8,text,0.0,1.0000007152557373,0.0
repeat,sample-0071.npz,8,action_readout,0.0,0.9999903440475464,0.0
repeat,sample-0071.npz,9,image_main,0.0,1.0000016689300537,0.0
repeat,sample-0071.npz,9,image_wrist,0.0,1.0000016689300537,0.0
repeat,sample-0071.npz,9,proprio,0.0,0.9999997019767761,0.0
repeat,sample-0071.npz,9,text,0.0,1.0000005960464478,0.0
repeat,sample-0071.npz,9,action_readout,0.0,0.9999908804893494,0.0
repeat,sample-0071.npz,10,image_main,0.0,1.0000011920928955,0.0
repeat,sample-0071.npz,10,image_wrist,0.0,1.0000016689300537,0.0
repeat,sample-0071.npz,10,proprio,0.0,0.9999997019767761,0.0
repeat,sample-0071.npz,10,text,0.0,1.0000005960464478,0.0
repeat,sample-0071.npz,10,action_readout,0.0,0.9999861717224121,0.0
repeat,sample-0071.npz,11,image_main,0.0,1.0000019073486328,0.0
repeat,sample-0071.npz,11,image_wrist,0.0,1.0000014305114746,0.0
repeat,sample-0071.npz,11,proprio,0.0,0.9999997019767761,0.0
repeat,sample-0071.npz,11,text,0.0,1.0000011920928955,0.0
repeat,sample-0071.npz,11,action_readout,0.0,0.999987006187439,0.0
repeat,sample-0071.npz,12,image_main,0.0,1.0000028610229492,0.0
repeat,sample-0071.npz,12,image_wrist,0.0,1.0000025033950806,0.0
repeat,sample-0071.npz,12,proprio,0.0,0.9999998807907104,0.0
repeat,sample-0071.npz,12,text,0.0,1.0000011920928955,0.0
repeat,sample-0071.npz,12,action_readout,0.0,0.9999836683273315,0.0
repeat,sample-0071.npz,13,image_main,0.0,1.000002145767212,0.0
repeat,sample-0071.npz,13,image_wrist,0.0,1.000002145767212,0.0
repeat,sample-0071.npz,13,proprio,0.0,0.9999995231628418,0.0
repeat,sample-0071.npz,13,text,0.0,1.000001072883606,0.0
repeat,sample-0071.npz,13,action_readout,0.0,0.999984085559845,0.0
repeat,sample-0071.npz,14,image_main,0.0,1.0000016689300537,0.0
repeat,sample-0071.npz,14,image_wrist,0.0,1.0000020265579224,0.0
repeat,sample-0071.npz,14,proprio,0.0,1.0,0.0
repeat,sample-0071.npz,14,text,0.0,1.0000007152557373,0.0
repeat,sample-0071.npz,14,action_readout,0.0,0.9999878406524658,0.0
repeat,sample-0071.npz,15,image_main,0.0,1.0000019073486328,0.0
repeat,sample-0071.npz,15,image_wrist,0.0,1.000002145767212,0.0
repeat,sample-0071.npz,15,proprio,0.0,1.0,0.0
repeat,sample-0071.npz,15,text,0.0,1.0000014305114746,0.0
repeat,sample-0071.npz,15,action_readout,0.0,0.9999895095825195,0.0
repeat,sample-0071.npz,16,image_main,0.0,1.000001072883606,0.0
repeat,sample-0071.npz,16,image_wrist,0.0,1.0000022649765015,0.0
repeat,sample-0071.npz,16,proprio,0.0,0.9999996423721313,0.0
repeat,sample-0071.npz,16,text,0.0,1.000001311302185,0.0
repeat,sample-0071.npz,16,action_readout,0.0,0.9999864101409912,0.0
repeat,sample-0071.npz,17,image_main,0.0,1.0000017881393433,0.0
repeat,sample-0071.npz,17,image_wrist,0.0,1.000002384185791,0.0
repeat,sample-0071.npz,17,proprio,0.0,0.9999994039535522,0.0
repeat,sample-0071.npz,17,text,0.0,1.000002145767212,0.0
repeat,sample-0071.npz,17,action_readout,0.0,0.99998539686203,0.0
repeat,sample-0071.npz,18,image_main,0.0,1.000002384185791,0.0
repeat,sample-0071.npz,18,image_wrist,0.0,1.0000028610229492,0.0
repeat,sample-0071.npz,18,proprio,0.0,1.0000001192092896,0.0
repeat,sample-0071.npz,18,text,0.0,1.0000016689300537,0.0
repeat,sample-0071.npz,18,action_readout,0.0,0.9999850988388062,0.0
repeat,sample-0071.npz,19,image_main,0.0,1.0000016689300537,0.0
repeat,sample-0071.npz,19,image_wrist,0.0,1.0000035762786865,0.0
repeat,sample-0071.npz,19,proprio,0.0,1.0000001192092896,0.0
repeat,sample-0071.npz,19,text,0.0,1.000002145767212,0.0
repeat,sample-0071.npz,19,action_readout,0.0,0.99998539686203,0.0
repeat,sample-0071.npz,20,image_main,0.0,1.0000028610229492,0.0
repeat,sample-0071.npz,20,image_wrist,0.0,1.0000042915344238,0.0
repeat,sample-0071.npz,20,proprio,0.0,0.9999997615814209,0.0
repeat,sample-0071.npz,20,text,0.0,1.0000019073486328,0.0
repeat,sample-0071.npz,20,action_readout,0.0,0.9999853372573853,0.0
repeat,sample-0071.npz,21,image_main,0.0,1.0000026226043701,0.0
repeat,sample-0071.npz,21,image_wrist,0.0,1.0000032186508179,0.0
repeat,sample-0071.npz,21,proprio,0.0,0.9999997615814209,0.0
repeat,sample-0071.npz,21,text,0.0,1.000002145767212,0.0
repeat,sample-0071.npz,21,action_readout,0.0,0.9999874830245972,0.0
repeat,sample-0071.npz,22,image_main,0.0,1.0000028610229492,0.0
repeat,sample-0071.npz,22,image_wrist,0.0,1.0000029802322388,0.0
repeat,sample-0071.npz,22,proprio,0.0,0.9999994039535522,0.0
repeat,sample-0071.npz,22,text,0.0,1.0000026226043701,0.0
repeat,sample-0071.npz,22,action_readout,0.0,0.9999932050704956,0.0
repeat,sample-0071.npz,23,image_main,0.0,1.0000028610229492,0.0
repeat,sample-0071.npz,23,image_wrist,0.0,1.000002384185791,0.0
repeat,sample-0071.npz,23,proprio,0.0,1.0,0.0
repeat,sample-0071.npz,23,text,0.0,1.0000029802322388,0.0
repeat,sample-0071.npz,23,action_readout,0.0,0.999993085861206,0.0
repeat,sample-0071.npz,24,image_main,0.0,1.0000016689300537,0.0
repeat,sample-0071.npz,24,image_wrist,0.0,1.0000026226043701,0.0
repeat,sample-0071.npz,24,proprio,0.0,0.9999995231628418,0.0
repeat,sample-0071.npz,24,text,0.0,1.0000030994415283,0.0
repeat,sample-0071.npz,24,action_readout,0.0,0.9999853372573853,0.0
repeat,sample-0071.npz,25,image_main,0.0,1.0000016689300537,0.0
repeat,sample-0071.npz,25,image_wrist,0.0,1.0000017881393433,0.0
repeat,sample-0071.npz,25,proprio,0.0,0.9999993443489075,0.0
repeat,sample-0071.npz,25,text,0.0,1.0000035762786865,0.0
repeat,sample-0071.npz,25,action_readout,0.0,0.9999821186065674,0.0
repeat,sample-0071.npz,26,image_main,0.0,1.0000003576278687,0.0
repeat,sample-0071.npz,26,image_wrist,0.0,1.0000009536743164,0.0
repeat,sample-0071.npz,26,proprio,0.0,0.9999995231628418,0.0
repeat,sample-0071.npz,26,text,0.0,1.0000033378601074,0.0
repeat,sample-0071.npz,26,action_readout,0.0,0.999984622001648,0.0
repeat,sample-0071.npz,27,image_main,0.0,0.9999982118606567,0.0
repeat,sample-0071.npz,27,image_wrist,0.0,1.0000007152557373,0.0
repeat,sample-0071.npz,27,proprio,0.0,0.9999998807907104,0.0
repeat,sample-0071.npz,27,text,0.0,1.0000042915344238,0.0
repeat,sample-0071.npz,27,action_readout,0.0,0.9999879598617554,0.0
repeat,sample-0071.npz,28,image_main,0.0,0.999999463558197,0.0
repeat,sample-0071.npz,28,image_wrist,0.0,1.0000009536743164,0.0
repeat,sample-0071.npz,28,proprio,0.0,0.9999995827674866,0.0
repeat,sample-0071.npz,28,text,0.0,1.000004529953003,0.0
repeat,sample-0071.npz,28,action_readout,0.0,0.999988853931427,0.0
repeat,sample-0071.npz,29,image_main,0.0,1.000001072883606,0.0
repeat,sample-0071.npz,29,image_wrist,0.0,1.000002145767212,0.0
repeat,sample-0071.npz,29,proprio,0.0,1.0,0.0
repeat,sample-0071.npz,29,text,0.0,1.0000035762786865,0.0
repeat,sample-0071.npz,29,action_readout,0.0,0.9999907612800598,0.0
repeat,sample-0071.npz,30,image_main,0.0,0.9999984502792358,0.0
